PRSN,ADDRESS,Dataset Origin
716687,20 DERMOTT PL ,IBMS Data
716688,20 D HENRY ST ,IBMS Data
705881,81 FRONT ST E,Both Datasets
706657,90 ISABELLA ST ,Both Datasets
706666,90 R AMELIA ST ,Both Datasets
707463,15 NOVA SCOTIA AVE ,Both Datasets
708257,4 AIRDRIE RD ,IBMS Data
708279,2 DERMOTT PL ,Both Datasets
708282,295 SHERBOURNE ST ,Both Datasets
708292,100 SUNNYSIDE AVE ,IBMS Data
708301,510 SUTHERLAND DR ,IBMS Data
709024,11 FARR AVE ,IBMS Data
709048,44 ARBORETUM LANE ,IBMS Data
709050,190 ALBANY RD ,IBMS Data
709053,10 RIDEAU RD ,IBMS Data
709055,111 IAN MACDONALD BLVD ,IBMS Data
709820,45 OAKLANDS AVE ,Both Datasets
709827,12 HART HOUSE CRCL ,Both Datasets
709829,160 QUEEN ST W,Both Datasets
712108,100 B AVENUE RD ,IBMS Data
713618,129 1/2 SHERBOURNE ST ,IBMS Data
713635,129 A BEDFORD RD ,IBMS Data
713646,129 B SHERBOURNE ST ,IBMS Data
713648,129 CHURCH ST ,IBMS Data
713660,129 MOUNT PLEASANT RD ,IBMS Data
715157,1625 QUEEN ST W,IBMS Data
715163,1627 QUEEN ST W,IBMS Data
715169,1629 QUEEN ST W,IBMS Data
715172,162 B SPADINA AVE ,IBMS Data
715177,162 JOHN ST ,IBMS Data
715194,1637 QUEEN ST W,IBMS Data
715197,163 A SPADINA AVE ,IBMS Data
715200,163 B SPADINA AVE ,IBMS Data
715935,189 A MADISON AVE ,IBMS Data
715936,189 BALMORAL AVE ,IBMS Data
715938,189 DUFFERIN ST ,IBMS Data
716852,2148 YONGE ST ,IBMS Data
716864,2154 YONGE ST ,IBMS Data
716867,215 A LONSDALE RD ,IBMS Data
716874,215 RICHMOND ST W,IBMS Data
716884,2165 QUEEN ST E,IBMS Data
716889,216 CLOSE AVE ,IBMS Data
705103,72 BEVERLEY ST ,Both Datasets
705921,822 BROADVIEW AVE ,Both Datasets
707495,57 GEORGE ST ,Both Datasets
707501,215 COLLEGE ST ,IBMS Data
707538,100 ST JOSEPH ST ,IBMS Data
726023,91 BATHURST ST ,IBMS Data
709093,1 CRAWFORD ST ,IBMS Data
709834,219 COLLEGE ST ,IBMS Data
709876,192 ADELAIDE ST W,Both Datasets
692899,27 KING'S COLLEGE CRCL ,Both Datasets
710618,40 SPRUCE ST ,Both Datasets
710632,344 SACKVILLE ST ,Both Datasets
710637,19 VALLEY WOODS RD ,IBMS Data
725289,80 QUEBEC ST ,IBMS Data
711365,100 YORK BLVD ,IBMS Data
711366,75 ARBORETUM LANE ,IBMS Data
711367,91 OTTAWA RD ,IBMS Data
711370,68 WINTERS LANE ,IBMS Data
711387,142 BAY ST ,IBMS Data
709757,10 TRINITY SQ ,Both Datasets
712127,100 QUEEN ST E,IBMS Data
712128,100 RICHMOND ST E,IBMS Data
712133,100 SPADINA AVE ,IBMS Data
712134,100 SPADINA RD ,IBMS Data
712135,100 SPRUCE ST ,IBMS Data
712911,116 A HAZELTON AVE ,IBMS Data
712926,116 PORTLAND ST ,IBMS Data
713666,129 SHERBOURNE ST ,IBMS Data
713675,12 A ADMIRAL RD ,IBMS Data
713685,12 A ISABELLA ST ,IBMS Data
713700,12 C HENRY ST ,IBMS Data
713705,12 DERMOTT PL ,IBMS Data
714436,144 YORKVILLE AVE ,IBMS Data
714466,145 JOHN ST ,IBMS Data
715204,163 EASTBOURNE AVE ,IBMS Data
715210,163 JOHN ST ,IBMS Data
715216,163 SPADINA AVE ,IBMS Data
715226,1648 BAYVIEW AVE ,IBMS Data
715230,164 A SPADINA AVE ,IBMS Data
715977,18 GIBSON AVE ,IBMS Data
715981,18 HEINTZMAN ST ,IBMS Data
715990,18 OSSINGTON AVE ,IBMS Data
716000,18 WELLINGTON ST W,IBMS Data
708283,80 SPRUCE ST ,Both Datasets
716945,218 KING ST W,IBMS Data
716947,218 QUEEN ST E,IBMS Data
716978,219 ADELAIDE ST W,IBMS Data
716984,219 MORRISH RD ,IBMS Data
716988,21 ADELAIDE ST W,IBMS Data
706774,929 BROADVIEW AVE ,Both Datasets
706795,92 R AMELIA ST ,Both Datasets
707540,170 COLLEGE ST ,Both Datasets
707541,11 COLBORNE LODGE DR ,Both Datasets
707550,2074 YONGE ST ,IBMS Data
707579,140 COLBORNE LODGE DR ,IBMS Data
707580,142 COLBORNE LODGE DR ,IBMS Data
707586,369 SORAUREN AVE ,Both Datasets
708353,250 WEST RD ,IBMS Data
708354,5 GREENHOUSE RD ,IBMS Data
708355,1 GREENHOUSE RD ,IBMS Data
709119,135 PRINCES BLVD ,IBMS Data
709123,227 ROXTON RD ,IBMS Data
709138,40 RATHNELLY AVE ,IBMS Data
709140,2 MANITOBA DR ,IBMS Data
709142,10 DUFFERIN ST ,Both Datasets
709160,3 A LITTLE AVE ,IBMS Data
709883,8 WALMER RD ,Both Datasets
709886,38 MAJOR ST ,IBMS Data
709890,3 SULTAN ST ,Both Datasets
710641,197 A EASTERN AVE ,IBMS Data
710642,279 SHERBOURNE ST ,Both Datasets
711410,80 YORK BLVD ,IBMS Data
712175,101 A NIAGARA ST ,IBMS Data
712184,101 CHURCH ST ,IBMS Data
712189,101 GLEN RD ,IBMS Data
712194,101 NIAGARA ST ,IBMS Data
723011,575 A COLLEGE ST ,IBMS Data
713714,12 GIBSON AVE ,IBMS Data
713715,12 GLOUCESTER ST ,IBMS Data
713717,12 GWYNNE AVE ,IBMS Data
713721,12 HEINTZMAN ST ,IBMS Data
713723,12 KEEWATIN AVE ,IBMS Data
713728,12 MANOR RD W,IBMS Data
715135,161 CHURCH ST ,IBMS Data
715140,161 KING ST E,IBMS Data
714501,146 YORKVILLE AVE ,IBMS Data
715257,165 BATHURST ST ,IBMS Data
715291,166 A SPADINA AVE ,IBMS Data
715293,166 BLOOR ST W,IBMS Data
715297,166 JOHN ST ,IBMS Data
716057,191 WINCHESTER ST ,IBMS Data
716062,1921 YONGE ST ,IBMS Data
717040,21 POLSON ST ,IBMS Data
717048,21 SHERBOURNE ST N,IBMS Data
719962,340 QUEEN ST W,IBMS Data
705251,74 GERRARD ST W,Both Datasets
706002,83 A BEECH AVE ,Both Datasets
706014,83 HAZELTON AVE ,Both Datasets
706813,931 BROADVIEW AVE ,Both Datasets
707596,144 COLLEGE ST ,IBMS Data
707608,29 PEMBROKE ST ,IBMS Data
707612,9 AIRDRIE RD ,IBMS Data
707628,562 GERRARD ST E,IBMS Data
713373,123 QUEEN ST E,IBMS Data
708398,35 CARL HALL RD ,IBMS Data
708399,75 CARL HALL RD ,IBMS Data
709182,686 YONGE ST ,Both Datasets
719152,2 ELM ST ,IBMS Data
709930,2 SILVER BIRCH AVE ,IBMS Data
709959,341 CHURCH ST ,Both Datasets
709973,1619 BAYVIEW AVE ,IBMS Data
711483,16 HART HOUSE CRCL ,IBMS Data
711488,152 BEVERLEY ST ,Both Datasets
712265,1034 QUEEN ST W,Both Datasets
719920,33 GERRARD ST E,IBMS Data
712995,1183 KING ST W,IBMS Data
713001,1185 KING ST W,IBMS Data
713016,118 A AVENUE RD ,IBMS Data
713027,118 JOHN ST ,IBMS Data
713030,118 QUEEN ST E,IBMS Data
723016,575 LAKESHORE AVE ,IBMS Data
713763,1308 QUEEN ST W,IBMS Data
713770,130 AVENUE RD ,IBMS Data
713784,130 REDPATH AVE ,IBMS Data
714529,147 LIBERTY ST ,IBMS Data
714559,148 FRONT ST W,IBMS Data
714567,148 YORKVILLE AVE ,IBMS Data
715300,166 PEARL ST ,IBMS Data
715304,166 SPADINA AVE ,IBMS Data
715323,1678 DUNDAS ST W,IBMS Data
716092,193 GERRARD ST E,IBMS Data
717385,231 A QUEEN ST W,IBMS Data
717391,231 MUTUAL ST ,IBMS Data
717392,231 YONGE ST ,IBMS Data
717408,232 A QUEEN ST W,IBMS Data
721521,45 AVENUE OF THE ISLANDS  ,IBMS Data
706069,846 BROADVIEW AVE ,Both Datasets
706863,93 MADISON AVE ,Both Datasets
707650,92 FRONT ST E,Both Datasets
707676,1727 A BAYVIEW AVE ,IBMS Data
709235,125 MOUNT PLEASANT RD ,IBMS Data
709257,1141 BLOOR ST W,IBMS Data
719164,2 GROSVENOR ST ,IBMS Data
709974,1639 A BAYVIEW AVE ,IBMS Data
709975,1593 BAYVIEW AVE ,IBMS Data
709976,1535 B BAYVIEW AVE ,IBMS Data
709991,55 ST ANDREWS RD ,Both Datasets
710009,85 SILVER BIRCH AVE ,Both Datasets
711537,47 FRASER AVE ,IBMS Data
712297,103 NIAGARA ST ,IBMS Data
712314,1043 AVENUE RD ,IBMS Data
713067,119 SPADINA AVE ,IBMS Data
713074,11 ADELAIDE ST W,IBMS Data
713080,11 A ROSE AVE ,IBMS Data
723024,578 A COLLEGE ST ,IBMS Data
713811,131 ADELAIDE ST E,IBMS Data
714577,1495 QUEEN ST W,IBMS Data
714588,149 DANFORTH AVE ,IBMS Data
714590,149 KING ST E,IBMS Data
714607,14 A HENRY ST ,IBMS Data
714611,14 A KENDAL AVE ,IBMS Data
714615,14 AVENUE RD ,IBMS Data
714619,14 B HENRY ST ,IBMS Data
715375,169 1/2 SPADINA AVE ,IBMS Data
715391,169 CHURCH ST ,IBMS Data
716148,195 LIBERTY ST ,IBMS Data
716153,195 YONGE ST ,IBMS Data
717145,2231 BLOOR ST W,IBMS Data
717153,2238 QUEEN ST E,IBMS Data
717158,223 ADELAIDE ST W,IBMS Data
717166,223 MAVETY ST ,IBMS Data
717167,223 MORRISH RD ,IBMS Data
717168,223 YONGE ST ,IBMS Data
717178,224 A MAVETY ST ,IBMS Data
717182,224 B MAVETY ST ,IBMS Data
705323,75 BREMNER BLVD ,Both Datasets
705330,75 CRESCENT RD ,Both Datasets
705333,75 EAST LIBERTY ST ,Both Datasets
706922,94 CRESCENT RD ,Both Datasets
706930,94 R AMELIA ST ,Both Datasets
708512,115 OTTAWA RD ,IBMS Data
708515,4 PASSY CRES ,IBMS Data
709297,6 KINGS COLLEGE RD ,IBMS Data
710059,9 VALLEY WOODS RD ,IBMS Data
710062,2 A BEAUMONT RD ,IBMS Data
710787,96 THE POND RD ,IBMS Data
710788,86 FINE ARTS RD ,IBMS Data
710789,120 CAMPUS WALK ,IBMS Data
710790,165 CAMPUS WALK ,IBMS Data
710791,166 CAMPUS WALK ,IBMS Data
710792,16 PASSY CRES ,IBMS Data
710796,104 SCHOLARS WALK ,IBMS Data
710828,29 CANNIFF ST ,IBMS Data
726073,925 QUEEN ST E,IBMS Data
711560,1 YUKON PL ,IBMS Data
711561,12 SASKATCHEWAN RD ,IBMS Data
711565,479 MANNING AVE ,Both Datasets
712320,1045 AVENUE RD ,IBMS Data
712327,1047 AVENUE RD ,IBMS Data
712345,104 QUEEN ST E,IBMS Data
712349,104 SPRUCE ST ,IBMS Data
713093,11 BRANT ST ,IBMS Data
713099,11 CASTLEFIELD AVE ,IBMS Data
713120,11 HAYDEN ST ,IBMS Data
713858,132 A EAST LIBERTY ST ,IBMS Data
722299,510 EGLINTON AVE W,IBMS Data
714625,14 C HENRY ST ,IBMS Data
714629,14 DERMOTT PL ,IBMS Data
714630,14 D HENRY ST ,IBMS Data
725329,817 B BROADVIEW AVE ,IBMS Data
715396,169 LIBERTY ST ,IBMS Data
715397,169 QUEEN ST E,IBMS Data
715404,16 A HENRY ST ,IBMS Data
715411,16 B HENRY ST ,IBMS Data
715419,16 DERMOTT PL ,IBMS Data
716173,196 ST PATRICK ST ,IBMS Data
716190,197 COLLEGE ST ,IBMS Data
717233,227 1/2 QUEEN ST W,IBMS Data
717243,227 A YONGE ST ,IBMS Data
717248,227 RICHMOND ST W,IBMS Data
717269,228 A QUEEN ST E,IBMS Data
717270,228 A QUEEN ST W,IBMS Data
717274,228 MAVETY ST ,IBMS Data
717275,228 STIBBARD AVE ,IBMS Data
705379,760 QUEEN ST E,Both Datasets
706151,85 FRONT ST E,Both Datasets
706163,85 RICHMOND ST W,Both Datasets
707734,9 DOUGLAS BLVD ,IBMS Data
707775,5 VALLEY WOODS RD ,IBMS Data
723676,622 YONGE ST ,IBMS Data
723678,623 A MOUNT PLEASANT RD ,IBMS Data
708551,489 A BLOOR ST W,IBMS Data
708560,28 DOURO ST ,IBMS Data
708580,198 A QUEEN ST W,IBMS Data
709312,11 AIRDRIE RD ,IBMS Data
709321,370 GERRARD ST E,IBMS Data
711600,12 DOURO ST ,IBMS Data
711604,2750 DUFFERIN ST ,Both Datasets
711625,573 CHURCH ST ,Both Datasets
712366,1056 YONGE ST ,IBMS Data
712400,1060 YONGE ST ,IBMS Data
720683,39 FRASER AVE ,IBMS Data
713143,11 SYLVAN AVE ,IBMS Data
713167,1207 KING ST W,IBMS Data
713908,133 CRAWFORD ST ,IBMS Data
713912,133 HAZELTON AVE ,IBMS Data
714681,150 A KING ST E,IBMS Data
714696,150 TECUMSETH ST ,IBMS Data
714698,150 YORKVILLE AVE ,IBMS Data
714712,151 A CRESCENT RD ,IBMS Data
714719,151 JOHN ST ,IBMS Data
715448,16 ROSEDALE RD ,IBMS Data
715450,16 SPRUCE ST ,IBMS Data
715455,16 WELLESLEY ST E,IBMS Data
715469,170 BLOOR ST W,IBMS Data
715471,170 B ROXBOROUGH ST E,IBMS Data
715486,171 1/2 SPADINA AVE ,IBMS Data
716225,1997 A YONGE ST ,IBMS Data
716257,19 CHURCH ST ,IBMS Data
724608,726 YONGE ST ,IBMS Data
716995,21 AVENUE OF THE ISLANDS  ,IBMS Data
717018,21 GERRARD ST E,IBMS Data
717028,21 ISABELLA ST ,IBMS Data
717038,21 PEMBROKE ST ,IBMS Data
709051,99 OTTAWA RD ,IBMS Data
709054,72 WINTERS LANE ,IBMS Data
723681,623 B YONGE ST ,IBMS Data
708603,14 SASKATCHEWAN RD ,IBMS Data
708604,180 PRINCES BLVD ,Both Datasets
708605,265 MANITOBA DR ,IBMS Data
708607,155 PRINCES BLVD ,IBMS Data
708608,140 CHARLES ST W,IBMS Data
709362,4 DERMOTT PL ,Both Datasets
709375,1537 A BAYVIEW AVE ,IBMS Data
709378,1723 A BAYVIEW AVE ,IBMS Data
720638,396 A QUEEN ST W,IBMS Data
710122,264 OLD FINCH AVE ,Both Datasets
710881,10 SASKATCHEWAN RD ,IBMS Data
710882,195 PRINCES BLVD ,Both Datasets
710883,60 PRINCE EDWARD ISLAND CRES ,Both Datasets
710884,15 ONTARIO DR ,IBMS Data
710885,105 PRINCES BLVD ,Both Datasets
719214,2 ROBERT ST ,IBMS Data
711651,30 TODMORDEN MILLS RD ,IBMS Data
711654,255 CARLTON ST ,Both Datasets
711655,18 SPRUCE ST ,Both Datasets
711663,54 MAPLE AVE ,Both Datasets
711667,1327 BAYVIEW AVE ,IBMS Data
711689,447 EASTERN AVE ,Both Datasets
712428,106 BIRMINGHAM ST ,IBMS Data
712436,106 JOHN ST ,IBMS Data
712441,106 SPRUCE ST ,IBMS Data
713193,120 QUEEN ST E,IBMS Data
713197,120 ST GEORGE ST ,IBMS Data
713218,1214 QUEEN ST W,IBMS Data
713221,1215 DANFORTH AVE ,IBMS Data
713227,1217 DANFORTH AVE ,IBMS Data
714723,151 MANOR RD E,IBMS Data
714727,151 SIMCOE ST ,IBMS Data
714731,1520 KING ST W,IBMS Data
714746,152 A KING ST E,IBMS Data
714751,152 KING ST E,IBMS Data
714767,1534 BAYVIEW AVE ,IBMS Data
715502,171 A KING ST E,IBMS Data
715508,171 FREDERICK ST ,IBMS Data
715514,171 PEARL ST ,IBMS Data
716266,19 DUNDAS SQ ,IBMS Data
716269,19 FRASER AVE ,IBMS Data
716285,19 PEMBROKE ST ,IBMS Data
716286,19 POLSON ST ,IBMS Data
716291,19 ST JOSEPH ST ,IBMS Data
716301,1 A BROOKLYN AVE ,IBMS Data
716302,1 A BROWNING AVE ,IBMS Data
716311,1 A HAMBLY AVE ,IBMS Data
716903,217 CARLTON ST ,IBMS Data
716939,218 A QUEEN ST E,IBMS Data
705467,777 LAWRENCE AVE E,Both Datasets
706279,878 QUEEN ST W,Both Datasets
707074,96 R AMELIA ST ,Both Datasets
723700,626 RICHMOND ST W,IBMS Data
709403,2 SUTHERLAND DR ,IBMS Data
709405,21 MELINDA ST ,IBMS Data
709406,409 FRONT ST E,Both Datasets
709431,11 DERMOTT PL ,Both Datasets
720643,396 QUEEN ST W,IBMS Data
710209,55 YORK BLVD ,IBMS Data
710211,170 CAMPUS WALK ,IBMS Data
722979,56 HAVELOCK ST ,IBMS Data
710965,4 DEVONSHIRE PL ,Both Datasets
710975,7 HART HOUSE CRCL ,Both Datasets
711730,44 SPRUCE ST ,Both Datasets
720701,39 POLSON ST ,IBMS Data
713238,121 A SPADINA AVE ,IBMS Data
713246,121 FOREST HILL RD ,IBMS Data
713256,121 R SCOLLARD ST ,IBMS Data
714010,135 KING ST E,IBMS Data
714044,136 ADELAIDE ST E,IBMS Data
720742,3 CHARLES ST W,IBMS Data
714791,153 MANOR RD E,IBMS Data
726098,92 A WALMER RD ,IBMS Data
715541,173 A KING ST E,IBMS Data
715545,173 CHURCH ST ,IBMS Data
715551,173 PEARL ST ,IBMS Data
715553,173 SPADINA AVE ,IBMS Data
715572,175 1/2 SPADINA AVE ,IBMS Data
715587,175 A ROXBOROUGH DR ,IBMS Data
715588,175 BATHURST ST ,IBMS Data
716312,1 A HAMILTON ST ,IBMS Data
716317,1 A JEAN ST ,IBMS Data
716321,1 A NANTON AVE ,IBMS Data
716331,1 AVENUE OF THE ISLANDS  ,IBMS Data
716347,1 BOWMAN ST ,IBMS Data
717313,22 DUNCAN ST ,IBMS Data
717322,22 GIBSON AVE ,IBMS Data
709049,90 VANIER LANE ,IBMS Data
722301,510 KING ST W,IBMS Data
705549,78 CRESCENT RD ,Both Datasets
708692,1339 BATHURST ST ,Both Datasets
708722,352 RUSSELL HILL RD ,Both Datasets
709471,406 JARVIS ST ,Both Datasets
709483,30 CENTRE ISLAND PK ,IBMS Data
720647,398 ADELAIDE ST W,IBMS Data
710212,160 CAMPUS WALK ,IBMS Data
710213,8 THE CHIMNEYSTACK RD ,IBMS Data
710223,20 HARRISON GARDEN BLVD ,IBMS Data
710248,83 YORK BLVD ,IBMS Data
710251,499 A BLOOR ST W,IBMS Data
711017,223 EVELYN AVE ,IBMS Data
711742,346 SACKVILLE ST ,Both Datasets
711743,16 ELM AVE ,IBMS Data
711786,1 VALLEY WOODS RD ,IBMS Data
712515,1087 QUEEN ST W,IBMS Data
712526,108 BROADVIEW AVE ,IBMS Data
713292,1227 QUEEN ST E,IBMS Data
713303,122 AVENUE RD ,IBMS Data
714068,1372 A QUEEN ST W,IBMS Data
714823,154 KING ST E,IBMS Data
714826,154 PEARL ST ,IBMS Data
714857,155 A JOHN ST ,IBMS Data
714861,155 CRAWFORD ST ,IBMS Data
715602,175 SPADINA AVE ,IBMS Data
715620,176 EGLINTON AVE E,IBMS Data
719233,2 TORONTO ST ,IBMS Data
716366,1 CHARLES ST E,IBMS Data
716371,1 DEVONSHIRE PL ,IBMS Data
716384,1 GERRARD ST W,IBMS Data
716388,1 GOULD ST ,IBMS Data
716393,1 HAMILTON ST ,IBMS Data
716399,1 HILLSDALE AVE E,IBMS Data
716402,1 IRWIN AVE ,IBMS Data
716403,1 ISABELLA ST ,IBMS Data
716410,1 LYALL AVE ,IBMS Data
717101,221 A RIVER ST ,IBMS Data
717102,221 B RIVER ST ,IBMS Data
717107,221 D RIVER ST ,IBMS Data
717108,221 DUFFERIN ST ,IBMS Data
717125,2225 BLOOR ST W,IBMS Data
705562,78 RICHMOND ST W,Both Datasets
705585,792 QUEEN ST E,Both Datasets
706357,88 CRESCENT RD ,Both Datasets
707180,98 QUEEN ST E,Both Datasets
707927,125 CAMPUS WALK ,IBMS Data
707929,130 IAN MACDONALD BLVD ,IBMS Data
707930,18 PASSY CRES ,IBMS Data
707931,14 PASSY CRES ,IBMS Data
708744,1355 BAYVIEW AVE ,IBMS Data
708748,2525 LAKE SHORE BLVD W,IBMS Data
720695,39 METCALFE ST ,IBMS Data
709523,65 CARL HALL RD ,IBMS Data
710283,316 QUEEN ST W,IBMS Data
723742,62 HAVELOCK ST ,IBMS Data
711031,226 STIBBARD AVE ,Both Datasets
711038,100 BLOOR ST W,Both Datasets
711059,85 ELLESMERE RD ,IBMS Data
711069,2527 LAKE SHORE BLVD W,IBMS Data
711791,197 EASTERN AVE ,IBMS Data
712562,1099 A YONGE ST ,IBMS Data
712582,109 NIAGARA ST ,IBMS Data
712584,109 QUEEN ST E,IBMS Data
712600,10 AVENUE OF THE ISLANDS  ,IBMS Data
714099,137 EDWARD ST ,IBMS Data
714100,137 JOHN ST ,IBMS Data
714125,1383 QUEEN ST W,IBMS Data
714133,1385 QUEEN ST W,IBMS Data
714866,155 JOHN ST ,IBMS Data
714868,155 LIBERTY ST ,IBMS Data
714870,155 MANOR RD E,IBMS Data
714898,156 VICTORIA ST ,IBMS Data
715638,177 BATHURST ST ,IBMS Data
715645,177 SPADINA AVE ,IBMS Data
715667,178 VICTORIA ST ,IBMS Data
715676,179 BATHURST ST ,IBMS Data
719255,300 MARKHAM ST ,IBMS Data
716413,1 MANOR RD E,IBMS Data
716414,1 MARKET ST ,IBMS Data
716420,1 MUNRO ST ,IBMS Data
716439,1 SHERWOOD AVE ,IBMS Data
716444,1 TRANBY AVE ,IBMS Data
716452,1 WOOD ST ,IBMS Data
716456,2003 A YONGE ST ,IBMS Data
723844,63 YONGE ST ,IBMS Data
717210,225 MAVETY ST ,IBMS Data
717229,226 MAVETY ST ,IBMS Data
717231,226 QUEEN ST W,IBMS Data
706440,89 ELM AVE ,Both Datasets
707973,10 DOURO ST ,IBMS Data
708002,606 KING ST W,IBMS Data
708005,51 JEFFERSON AVE ,IBMS Data
708789,419 CHERRY ST ,IBMS Data
708809,1631 BAYVIEW AVE ,IBMS Data
708825,4 SUTHERLAND DR ,IBMS Data
721408,44 A WHITEHALL RD ,IBMS Data
710315,2 BERNARD AVE ,IBMS Data
710330,26 SUSSEX AVE ,IBMS Data
710331,89 ROSEMOUNT AVE ,Both Datasets
717752,2455 YONGE ST ,IBMS Data
712606,10 BEACONSFIELD AVE ,IBMS Data
712608,10 B HENRY ST ,IBMS Data
712615,10 CASTLE KNOCK RD ,IBMS Data
712617,10 C HENRY ST ,IBMS Data
712628,10 D HENRY ST ,IBMS Data
712638,10 GIBSON AVE ,IBMS Data
712647,10 HOWARD ST ,IBMS Data
721471,454 1/2 GERRARD ST E,IBMS Data
713377,123 SCOLLARD ST ,IBMS Data
713410,124 DEVONSHIRE PL ,IBMS Data
714149,138 ADELAIDE ST E,IBMS Data
724601,724 YONGE ST ,IBMS Data
714917,157 BLOOR ST W,IBMS Data
714918,157 CARLTON ST ,IBMS Data
714923,157 JOHN ST ,IBMS Data
714924,157 KING ST E,IBMS Data
714927,157 PRINCESS ST ,IBMS Data
714928,157 RICHMOND ST E,IBMS Data
714934,157 YONGE ST ,IBMS Data
714956,1590 BAYVIEW AVE ,IBMS Data
714960,1592 BAYVIEW AVE ,IBMS Data
715695,17 AVENUE OF THE ISLANDS  ,IBMS Data
715711,17 CHURCH ST ,IBMS Data
715724,17 HAYDEN ST ,IBMS Data
715729,17 MAUD ST ,IBMS Data
716460,2007 A YONGE ST ,IBMS Data
716462,2009 A YONGE ST ,IBMS Data
716470,200 COLLEGE ST ,IBMS Data
716475,200 PARKSIDE DR ,IBMS Data
716477,200 QUEEN ST W,IBMS Data
716492,201 DUFFERIN ST ,IBMS Data
716496,2025 A YONGE ST ,IBMS Data
716502,202 A QUEEN ST W,IBMS Data
719975,342 1/2 ADELAIDE ST W,IBMS Data
717334,22 LIBERTY ST ,IBMS Data
717347,22 RICHMOND ST E,IBMS Data
705697,7 LANCASTER AVE ,Both Datasets
706452,89 NIAGARA ST ,Both Datasets
706488,8 CLARENCE SQ ,Both Datasets
707249,99 OLD FOREST HILL RD ,Both Datasets
707295,9 CHURCH ST ,Both Datasets
708020,10 NOVA SCOTIA AVE ,IBMS Data
708021,25 BRITISH COLUMBIA RD ,Both Datasets
708022,200 MANITOBA DR ,Both Datasets
708023,628 YONGE ST ,Both Datasets
708024,2490 YONGE ST ,Both Datasets
708037,68 BOSWELL AVE ,IBMS Data
708828,36 WELLINGTON ST E,IBMS Data
708873,96 LAIRD DR ,Both Datasets
709626,154 OTTAWA RD ,IBMS Data
709627,139 OTTAWA RD ,IBMS Data
709629,115 CAMPUS WALK ,IBMS Data
709632,190 NORTHWEST GT ,IBMS Data
710355,980 DUFFERIN ST ,IBMS Data
710385,430 PARKSIDE DR ,Both Datasets
710392,10 KINGS COLLEGE RD ,Both Datasets
724502,70 GERRARD ST W,IBMS Data
711144,2 AIRDRIE RD ,IBMS Data
711145,500 WOODBINE AVE ,Both Datasets
711159,50 MAPLE AVE ,Both Datasets
718477,275 GEORGE ST ,IBMS Data
712654,10 MADISON AVE ,IBMS Data
712659,10 OLD WESTON RD ,IBMS Data
712672,10 SWORD ST ,IBMS Data
712697,1102 QUEEN ST E,IBMS Data
721472,454 A EGLINTON AVE W,IBMS Data
714203,139 FRONT ST E,IBMS Data
714206,139 JOHN ST ,IBMS Data
714209,139 MADISON AVE ,IBMS Data
714216,139 SPADINA AVE ,IBMS Data
714228,13 AVENUE OF THE ISLANDS  ,IBMS Data
719982,342 HIGH PARK AVE ,IBMS Data
714966,1594 KING ST W,IBMS Data
714973,1598 BAYVIEW AVE ,IBMS Data
714974,1598 KING ST W,IBMS Data
714978,159 CHURCH ST ,IBMS Data
714988,159 JOHN ST ,IBMS Data
714998,159 YONGE ST ,IBMS Data
715001,15 A CLARENCE SQ ,IBMS Data
715737,17 ST JOSEPH ST ,IBMS Data
715739,17 ST NICHOLAS ST ,IBMS Data
715768,180 PEARL ST ,IBMS Data
715769,180 RICHMOND ST W,IBMS Data
715773,180 VICTORIA ST ,IBMS Data
716510,202 ST PATRICK ST ,IBMS Data
716515,2033 A YONGE ST ,IBMS Data
716530,203 ADELAIDE ST W,IBMS Data
716551,204 A CARLTON ST ,IBMS Data
716556,204 KING ST E,IBMS Data
721535,45 FOUNDRY AVE ,IBMS Data
716705,20 HEINTZMAN ST ,IBMS Data
716731,20 TRINITY ST ,IBMS Data
716732,20 VICTORIA ST ,IBMS Data
716738,2 1/2 MANOR RD E,IBMS Data
716746,2105 1/2 YONGE ST ,IBMS Data
705743,7 X SCARBOROUGH GOLF CLUB RD ,Both Datasets
707318,9 HAZELTON AVE ,Both Datasets
708095,149 LOWTHER AVE ,IBMS Data
708880,42 SPRUCE ST ,Both Datasets
708900,21 VALLEY WOODS RD ,IBMS Data
708901,11 VALLEY WOODS RD ,IBMS Data
708902,7 VALLEY WOODS RD ,IBMS Data
708921,69 ELLIS PARK RD ,IBMS Data
717698,2423 QUEEN ST E,IBMS Data
709647,1 SHOREHAM DR ,IBMS Data
709651,1801 LAKE SHORE BLVD W,IBMS Data
709672,33 CANNIFF ST ,IBMS Data
709684,130 BATHURST ST ,IBMS Data
710411,557 MOUNT PLEASANT RD ,IBMS Data
710419,4884 DUNDAS ST W,Both Datasets
711169,13 DERMOTT PL ,Both Datasets
711170,325 CHURCH ST ,Both Datasets
711174,5 DOUGLAS BLVD ,IBMS Data
711197,60 A STANLEY AVE ,IBMS Data
711212,261 SHERBOURNE ST ,Both Datasets
711935,460 ROSEWELL AVE ,IBMS Data
711937,96 YORK BLVD ,IBMS Data
711938,10 HOOVER LANE ,IBMS Data
711971,11 1/2 ANCROFT PL ,IBMS Data
712718,110 A QUEEN ST E,IBMS Data
712727,110 FRONT ST W,IBMS Data
712735,110 RICHMOND ST E,IBMS Data
712739,112 SPADINA AVE ,IBMS Data
721483,455 YONGE ST ,IBMS Data
