   ,PROPX,PROPY,PROPERTYROLL,STATUSCODE,status,PRSN,ADDRESS,bylaw,details,P4_DATE,P5_DATE,LIST_DATE,BYLAW_P4,BYLAW_P5,HERT_CONSERV_DISTRICT,INTENT_DATE,CONTRIBUTING
15168,312938.004,4836596.031,1.90E+18,1103,Part V,195375,86 BEDFORD RD ,520-94,"House; 1893 -Part of the East Annex Heritage Conservation District - By-Law Passed on July 26, 1994",,26-Jul-94,,,520-94,East Annex,,
15169,313928.758,4837628.951,1.90E+18,1103,Part V,272748,56 ROWANWOOD AVE ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15170,315570.044,4835988.991,1.90E+18,1103,Part V,236345,12 MILLINGTON ST ,110-02,"Derrick Sharp House; 1984 Part of the Cabbagetown Metcalfe Street Heritage Conservation District -enacted by City Council on February 15, 2002",,15-Feb-02,,,110-02,Cabbagetown-Metcalfe,,
15171,315144.459,4834985.236,1904,1101,Listed,218750,17 PEMBROKE ST ,,SEE 23 Pembroke Street,,,20-Jun-73,,,,,NA
15172,318138.554,4836172.272,1.90E+18,1102,Part IV,246676,175 JONES AVE ,33-2011,"ST. CLEMENT'S ANGLICAN CHURCH
St. Clement's Anglican Church.  City Council stated its Intention to Designate on July 6, 7 and 8, 2010.  By-law enacted by City Council on December 16, 2010.",16-Dec-10,,08-Jul-10,33-2011,,,08-Jul-10,
15173,314790.07,4834154.495,1.90E+18,1102,Part IV,211768,37 KING ST E,156-76,"King Edward Hotel; 1901-02, E.J. Lennox; add. 1921, Watt & Blackwell -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on April 14, 1976 (designation plaque - 1978)",14-Apr-76,,20-Jun-73,156-76,,,,NA
15174,312866.767,4841378.321,1.90E+18,1101,Listed,283588,2581 YONGE ST ,,"Included on the Heritage Register by City Council on October 2, 2017.  
Midtown in Focus - Phase 1
",,,02-Oct-17,,,,,
15175,312635.336,4835386.987,1.90E+18,1103,Part V,222457,77 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
15176,315648.195,4836426.046,1.90E+18,1103,Part V,237333,12 WELLESLEY AVE ,259-2004,"Semi-detached house; 1887 -adopted by City Council on Dec. 10, 1975;Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",,16-Apr-04,10-Dec-75,,259-2004,Cabbagetown North,,
15177,314639.965,4834198.042,1.90E+18,1102,Part IV,637260,83 YONGE ST ,527-76,"Hiram Piper & Brother Building, 1857, attrib. to Joseph Sheard; add. 1895, C.J. Gibson; alt. 1910, Hand, Harris & Merritt; alt. 1914, Hand, Harris & Merritt -adopted by City Council on Nov. 21 & 23, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Oct. 13, 1976",13-Oct-76,,21-Nov-73,527-76,,,,NA
15178,311669.655,4834778.219,1.90E+18,1101,Listed,183679,615 COLLEGE ST ,,"Marks and Cohen Building, 1913; adopted by City Council on Oct. 26, 2005",,,26-Oct-05,,,,,NA
15179,313999.744,4836127.895,1.90E+18,1101,Listed,229037,662 YONGE ST ,,"Part of a row of shops: #646-652, 1873; #654-662, 1876 -adopted by City Council on March 15, 1974.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,15-Mar-74,,,,,Y
15180,321365.663,4836216.073,1.90E+18,1102,Part IV,604089,8 WINEVA AVE ,1007-2017; 1008-2017,"Listing adopted by City Council on June 8, 2010.  Council stated its intention to designate 6 - 8 Wineva Avenue February 19 and 20, 2014.  Designation By-law 1007-2017 designating 6 Wineve Avenue and By-law 1008-2017 designating 8 Wineva Avenue enacted by City Council October 4, 2017.",04-Oct-17,,08-Jun-10,1007-2017; 1008-2017,,,19-Feb-14,
15181,321341.011,4836282.939,1.90E+18,1101,Listed,257072,28 WINEVA AVE ,,"Semi-detached house, 1929 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
15182,311854.933,4835761.336,1.90E+18,1102,Part IV,223871,590 MARKHAM ST ,1435-2017,"City Council included 590 Markham Street on the City's Heritage Register November 3, 2015.  City Council stated its intention to designate April 26, 2017. Designating by-law 1435-2017 enacted December 8, 2017 by City Council.  Heritage Easement Agreement registered as Instrument No. AT4909680 on July 16, 2018.",08-Dec-17,,03-Nov-15,1435-2017,,,26-Apr-17,
15183,314581.934,4835783.259,1.90E+18,1101,Listed,226183,305 MUTUAL ST ,,"Semi-detached house; 1891 -adopted by City Council on March 15, 1974",,,15-Mar-74,,,,,NA
15184,315101.865,4836110.728,1.90E+18,1103,Part V,236468,576 ONTARIO ST ,325-2008,"Adopted by City Council on December 11, 12, 13, 2007",,29-Apr-08,13-Dec-07,,325-2008,Cabbagetown Northwest,,
15185,309120.341,4834362.588,1.90E+18,1101,Listed,161332,1999 DUNDAS ST W,,Identified through the Dundas Street West and Roncesvalles Avenue Built Form Study (2018) and part of the Dundas-Roncesvalles Historic Context. Built in 1903-1913. main street commercial row building type.,,,17-Dec-20,,,,,
15186,308809.025,4834600.126,1.90E+18,1102,Part IV,161864,2154 DUNDAS ST W,667-2009,"B. F. Harvey Company Factory, 1911, James Walker Architect; adopted by City Council on Sept 30, 2005.  Intention to Designate adopted on April 6, 2009.",06-Aug-09,,30-Sep-05,667-2009,,,06-Apr-09,NA
15187,312836.423,4836487.749,1904,1101,Listed,195321,78 LOWTHER AVE ,,"Eaton Coach House, 1899 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
15188,312836.423,4836487.749,1904,1101,Listed,195321,78 LOWTHER AVE ,,"Eaton Coach House, 1899 -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
15189,312799.653,4833855.902,1.90E+18,1102,Part IV,210039,143 PORTLAND ST ,1754-2019,"Included on the City's Heritage Register on December 5, 2017.  City Council stated its intention to designate October 2, 2019. City Council enacted by-law 1754-2019 to designate this property December 18, 2019.


Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.
",18-Dec-19,,05-Dec-17,1754-2019,,,02-Oct-19,Y
15190,312343.443,4833888.414,1.90E+18,1101,Listed,215440,646 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the West Queen West Historic Context. Built in 1899. main street commercial row building type.,,,16-Dec-20,,,,,
15191,321800.821,4836701.282,1.90E+18,1101,Listed,257607,2355 QUEEN ST E,,"1/2 of a semi-detached house at 2353-2355 Queen St. East: James Ramsey House, 1905 -adopted by City Council on Jan. 29 & 30, 1990",,,29-Jan-90,,,,,NA
15192,312433.411,4835937.596,1.90E+18,1103,Part V,224322,296 ROBERT ST ,28-2011,"Part of the Harbord Village Phase 2 Heritage Conservation District.
Designation by-law enacted by City Council on December 16, 2010",,16-Dec-10,,,28-2011,Harbord Village Phase 2,,
15193,315704.661,4836025.284,1.90E+18,1103,Part V,236220,2 A SACKVILLE PL ,259-2004,"Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",,16-Apr-04,,,259-2004,Cabbagetown North,,
15194,315712.683,4835694.8,1.90E+18,1103,Part V,235659,296 SACKVILLE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15195,315602.071,4835723.611,1.90E+18,1103,Part V,235619,35 C SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15196,315953.907,4835867.874,1.90E+18,1103,Part V,236058,114 SPRUCE ST ,887-2005,"Part of the Cabbagetown South Heritage Conservation District, enacted by City Council on October 28, 2005",,28-Oct-05,,,887-2005,Cabbagetown South,,
15197,329332.79,4846751.509,1.90E+18,1102,Part IV,65821,156 GALLOWAY RD ,20972,"Richard Eade House; DESIGNATION BY-LAW PASSED BY SCARBOROUGH CITY COUNCIL on Jan. 15, 1985",15-Jan-85,,,20972,,,,NA
15198,309607.97,4833137.524,1.90E+18,1101,Listed,159776,1558 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the Parkdale Main Street Historic Context. Built in 1919. theatre building type.,,,16-Dec-20,,,,,
15199,315780.577,4836352.675,1.90E+18,1103,Part V,236917,443 SUMACH ST ,259-2004,"Part of the Cabbagetown North Heritage Conservation District, enacted by City Council on April 16, 2004",,16-Apr-04,,,259-2004,Cabbagetown North,,
15200,310367.337,4832660.394,1.90E+18,1101,Listed,155079,63 COWAN AVE ,,"House -adopted by City Council on August 18, 1976",,,18-Aug-76,,,,,NA
15201,313545.033,4836563.881,1.90E+18,1102,Part IV,194257,77 YORKVILLE AVE ,699-85,"John Daniels House, 1867, at Bellair St. (SW) -adopted by City Council on Feb. 5, 1975 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Sept. 23, 1985",23-Sep-85,,05-Feb-75,699-85,,,,NA
15202,313032.908,4836456.077,1.90E+18,1103,Part V,194316,25 BEDFORD RD ,520-94,"Apartment Building; 1962 -Part of the East Annex Heritage Conservation District - By-Law Passed on July 26, 1994",,26-Jul-94,,,520-94,East Annex,,
15203,314752.136,4834233.051,1.90E+18,1102,Part IV,212702,10 TORONTO ST ,182-2006,"Post Office #7, now Argus Corporation; 1851-53, Cumberland & Ridout, later Cumberland & Storm -adopted by City Council on June 20, 1973;DESIGNATION BY-LAW ENACTED BY CITY COUNCIL on February 14, 2006",14-Feb-06,,20-Jun-73,182-2006,,,26-Oct-05,NA
15204,315068.674,4834502.94,1.90E+18,1101,Listed,213272,111 JARVIS ST ,,"First Official Residence of the Roman Catholic Bishop of Upper Canada; 1832 -adopted by City Council on Sept. 23, 1985",,,23-Sep-85,,,,,NA
15205,315253.573,4834641.686,1.90E+18,1101,Listed,700294,37 BRITAIN ST ,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1913-1924. Warehouse/Factory building type.,,,16-Dec-20,,,,,
15206,313984.038,4836350.622,1.90E+18,1101,Listed,229996,689 YONGE ST ,,"City Council included the property at 689 Yonge Street on the City of Toronto's Heritage Register March 10, 2016. 

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",,,10-Mar-16,,,,,
15207,313913.143,4836427.047,1.90E+18,1102,Part IV,230052,774 YONGE ST ,1296-2015 (Part IV) / 235-2016 (Part V),"Pair of shops; 1885 -adopted by City Council on March 15, 1974.  City Council stated its intention to designate 744 Yonge Street under Part IV of the OHA on April 1, 2015. City Council enacted designating by-law 1296-2015 (PART IV) December 10, 2015.  Heritage Easement Agreement registered as Instrument No. AT5349990 on January 24, 2020.

Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",10-Dec-15,,15-Mar-74,1296-2015 (Part IV) / 235-2016 (Part V),,,01-Apr-15,NA
15208,319919.25,4838194.522,1.90E+18,1101,Listed,268475,2093 DANFORTH AVE ,,"Identified through the Danforth Avenue Phase 1 Planning Study (2018), part of the Danforth Avenue (Coxwell Avenue to Victoria Park Avenue) Historic Context. Built in 1919-1930. main street commercial row building type.",,,16-Dec-20,,,,,
15209,309476.28,4832800.038,1.90E+18,1101,Listed,155513,1524 KING ST W,,"Semi-detached House, 1894, Richard West -adopted by City Council on March 31, 1980",,,31-Mar-80,,,,,NA
15210,309683.009,4833038.791,1.90E+18,1101,Listed,155741,179 DOWLING AVE ,,"House, 1892, at Laxton Av. (NE) -adopted by City Council on August 18, 1976",,,18-Aug-76,,,,,NA
15211,313377.033,4836899.603,1.90E+18,1103,Part V,196072,30 BISHOP ST ,622-2002,"Part of the Yorkville-Hazelton Heritage Conservation District, enacted by City Council on Aug. 1, 2002",,01-Aug-02,,,622-2002,Yorkville Hazelton,,
15212,312560.547,4836279.728,1.90E+18,1103,Part V,194914,28 MADISON AVE ,553-2019,"House, 1893 -adopted by City Council on Feb. 6, 1974.  Also part of the West Annex Phase 1 (Madison Avenue) Heritage Conservation District, enacted by LPAT Decision MM160011, dated January 10, 2019. ",,10-Jan-19,06-Feb-74,,553-2019,West Annex Phase 1,,Y
15213,312894.425,4836745.205,1.90E+18,1103,Part V,195360,122 BEDFORD RD ,520-94,"House; 1898 -Part of the East Annex Heritage Conservation District - By-Law Passed on July 26, 1994",,26-Jul-94,,,520-94,East Annex,,
15214,313116.609,4836613.902,1.90E+18,1103,Part V,195405,25 ELGIN AVE ,520-94,"House, 1879 -adopted by City Council on Nov. 21 & 23, 1973 -Part of the East Annex Heritage Conservation District, Passed by City Council on July 26, 1994",,26-Jul-94,23-Nov-73,,520-94,East Annex,,
15215,313019.715,4836680.55,1.90E+18,1103,Part V,195479,53 BOSWELL AVE ,520-94,"House; 1906 -Part of the East Annex Heritage Conservation District, Passed by City Council on July 26, 1994",,26-Jul-94,,,520-94,East Annex,,
15216,313044.448,4836644.275,1.90E+18,1103,Part V,195517,42 ELGIN AVE ,520-94,"Semi-Detached House; 1905 -Part of the East Annex Heritage Conservation District, Passed by City Council on July 26, 1994",,26-Jul-94,,,520-94,East Annex,,
15217,313126.793,4836792.076,1.90E+18,1103,Part V,195568,11 F TRANBY AVE ,520-94,"See 106 Avenue Road -Part of the East Annex Heritage Conservation District - Passed by City Council on July 26, 1994",,26-Jul-94,,,520-94,East Annex,,
15218,313014.254,4836841.788,1.90E+18,1103,Part V,195624,31 BERNARD AVE ,520-94,"Semi-detached house; 1902 -Part of the East Annex Heritage Conservation District - Passed by City Council on July 26, 1994",,26-Jul-94,,,520-94,East Annex,,
15219,313026.086,4836807.248,1.90E+18,1103,Part V,195658,44 TRANBY AVE ,520-94,"Semi-detached house; 1889 -adopted by City Council on Sept. 24, 1981 -Part of the East Annex Heritage Conservation District - Passed by City Council on July 26, 1994",,26-Jul-94,24-Sep-81,,520-94,East Annex,,
15220,313005.153,4836884.264,1.90E+18,1103,Part V,195708,30 BERNARD AVE ,520-94,"Semi-detached house; 1877, John and James Grant, builders -adopted by City Council on July 2, 1974 -Part of the East Annex Heritage Conservation District - Passed by City Council on July 26, 1994",,26-Jul-94,02-Jul-74,,520-94,East Annex,,
15221,313257.443,4836982.11,1.90E+18,1103,Part V,195844,126 HAZELTON AVE ,622-2002,"Part of the Yorkville-Hazelton Heritage Conservation District, enacted by City Council on Aug. 1, 2002",,01-Aug-02,,,622-2002,Yorkville Hazelton,,
15222,313338.518,4836934.419,1.90E+18,1103,Part V,196040,25 NEW ST ,622-2002,"Part of the Yorkville-Hazelton Heritage Conservation District, enacted by City Council on Aug. 1, 2002",,01-Aug-02,,,622-2002,Yorkville Hazelton,,
15223,313389.404,4834207.056,1.90E+18,1103,Part V,214491,298 QUEEN ST W,979-2007,"Black Bull Tavern, 1838; rebuilt 1886; add. 1889 -adopted by City Council on Sept. 29 & Oct. 1, 1980",,27-Sep-07,29-Sep-80,,979-2007,Queen Street West,,Y
15224,311948.049,4833052.983,1.90E+18,1102,Part IV,695446,20 STRACHAN AVE ,378-96,"Now known as 0 East Liberty St; Remnant of Central Prison; addition 1877, Roman Catholic Chapel, attributed to Kivas Tully -adopted by City Council on Jan. 28 & Feb. 1, 1985 -DESIGNATION BY-LAW PASSED BY CITY COUNCIL ON August 12 & 13, 1996 (heritage easement agreement registered as Instrument No. ca681470 on August 9, 2000)",12-Aug-96,,28-Jan-85,378-96,,,,NA
15225,313435.266,4836858.959,1.90E+18,1103,Part V,196094,26 BERRYMAN ST ,622-2002,"Part of the Yorkville-Hazelton Heritage Conservation District, enacted by City Council on Aug. 1, 2002",,01-Aug-02,,,622-2002,Yorkville Hazelton,,
15226,313357.063,4836774.372,1.90E+18,1103,Part V,196118,67 HAZELTON AVE ,622-2002,"Part of the Yorkville-Hazelton Heritage Conservation District, enacted by City Council on Aug. 1, 2002",,01-Aug-02,,,622-2002,Yorkville Hazelton,,
15227,313470.527,4836672.754,1.90E+18,1103,Part V,196171,104 1/2 SCOLLARD ST ,622-2002,"Part of the Yorkville-Hazelton Heritage Conservation District, enacted by City Council on Aug. 1, 2002",,01-Aug-02,,,622-2002,Yorkville Hazelton,,
15228,312762.504,4834016.185,1.90E+18,1103,Part V,215323,494 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",,27-Sep-07,19-Jul-07,,979-2007,Queen Street West,,N
15229,315981.905,4834585.293,1.90E+18,1101,Listed,231875,109 TRINITY ST ,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1889. Terrace building type.,,,16-Dec-20,,,,,
15230,316268.175,4834813.755,1.90E+18,1101,Listed,231962,10 PERCY ST ,,"James Quinn Row House, 1890;adopted by City Council on Sept. 25, 26, 27, 2006",,,27-Sep-06,,,,,NA
15231,316130.113,4834878.324,1.90E+18,1101,Listed,232049,17 BRIGHT ST ,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1889. Terrace building type.,,,16-Dec-20,,,,,
15232,316134.869,4834832.258,1.90E+18,1101,Listed,232119,456 KING ST E,,Identified through the King-Parliament Secondary Plan Review (2019) and part of the King-Parliament Historic Context. Built in 1902. Place Of Worship building type.,,,16-Dec-20,,,,,
15233,308733.17,4834315.741,1.90E+18,1101,Listed,157692,388 RONCESVALLES AVE ,,Identified through the Dundas Street West and Roncesvalles Avenue Built Form Study (2018) and part of the Dundas-Roncesvalles Historic Context. Built in post-1924. main street commercial row building type.,,,17-Dec-20,,,,,
15234,310429.734,4833354.202,1.90E+18,1101,Listed,158411,1278 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the Parkdale Main Street Historic Context. Built in 1889. main street commercial row building type.,,,16-Dec-20,,,,,
15235,310065.185,4833258.96,1.90E+18,1101,Listed,158853,1406 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the Parkdale Main Street Historic Context. Built in 1899. main street commercial row building type.,,,16-Dec-20,,,,,
15236,311903.112,4833400.719,1.90E+18,1102,Part IV,178878,99 STRACHAN AVE ,371-2021,"Part of a row of 3 houses at 95-99 Strachan Ave.; 1897, F.H. Herbert -adopted by City Council on March 5, 1984. Council stated its intention to designate the property on March 10, 2021. Designation By-law 371-2021 enacted May 6, 2021.",06-May-21,,05-Mar-84,371-2021,,,10-Mar-21,NA
15237,311903.112,4833400.719,1.90E+18,1102,Part IV,178878,99 STRACHAN AVE ,371-2021,"Part of a row of 3 houses at 95-99 Strachan Ave.; 1897, F.H. Herbert -adopted by City Council on March 5, 1984.  Council stated its intention to designate the property on March 10, 2021. Designation By-law 371-2021 enacted May 6, 2021.

DUPLICATE",06-May-21,,05-Mar-84,371-2021,,,10-Mar-21,NA
15238,313279.863,4834687.231,1.90E+18,1102,Part IV,579038,136 BEVERLEY ST ,505-78,"George Beardmore House, ""Chudleigh"", later COSTI; 1872; fence, wall, stables, 1890, Eden Smith -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Aug. 17, 1978.",17-Aug-78,,20-Jun-73,505-78,,,,NA
15239,313363.435,4834695.828,1.90E+18,1101,Listed,216648,135 BEVERLEY ST ,,"Semi-detached house; 1877, also part of 370 Dundas St. West -adopted by City Council on June 20, 1973",,,20-Jun-73,,,,,NA
15240,313411.619,4834700.245,1.90E+18,1102,Part IV,216687,350 DUNDAS ST W,103-2007,"William McCaw House -adopted by City Council on June 20, 1973; DESIGNATION BY-LAW ENACTED BY CITY COUNCIL on Feb, 6, 2007",06-Feb-07,,20-Jun-73,103-2007,,,27-Sep-06,NA
15241,315345.326,4835242.922,1.90E+18,1102,Part IV,233422,364 DUNDAS ST E,54-80,"Semi-detached house, 1875, -adopted by City Council on October 1, 1979 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Dec. 10, 1979",10-Dec-79,,01-Oct-79,54-80,,,,NA
15242,316767.33,4835219.505,1.90E+18,1101,Listed,233515,670 QUEEN ST E,,"Included on the City's Heritage Register on March 10, 2016.",,,10-Mar-16,,,,,
15243,314290.993,4837097.128,1.90E+18,1103,Part V,272339,2 MEREDITH CRES ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15244,309386.988,4833971.988,1.90E+18,1102,Part IV,159154,41 WABASH AVE ,1139-2020,"Council included this property on the Heritage Register February 26, 2020, and stated its intention to designate. Designation By-law 1139-2020 Enacted by City Council December 18, 2020.",18-Dec-20,,26-Feb-20,1139-2020,,,26-Feb-20,
15245,309198.897,4833016.3,1.90E+18,1101,Listed,693652,1714 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the Parkdale Main Street Historic Context. Built in 1908. main street commercial block building type.,,,16-Dec-20,,,,,
15246,312212.605,4833654.01,1.90E+18,1101,Listed,179668,71 MITCHELL AVE ,,"Inclusion adopted by City Council on July 18, 2019.",,,18-Jul-19,,,,,
15247,312229.976,4833816.226,1.90E+18,1101,Listed,179841,765 QUEEN ST W,,Identified through the West Queen West Planning Study (2020) and part of the West Queen West Historic Context. Built in 1909. Place of Worship building type.,,,16-Dec-20,,,,,
15248,312272.648,4833871.363,1.90E+18,1102,Part IV,179954,668 QUEEN ST W,703-85,"Part of Crocker Building at 652-672 Queen St. West, 1887-91 -adopted by City Council on June 20, 1973 DESIGNATION BY-LAW PASSED BY CITY COUNCIL on Sept. 23, 1985",23-Sep-85,,20-Jun-73,703-85,,,,NA
15249,312862.738,4836871.23,1.90E+18,1103,Part V,197646,146 BEDFORD RD ,520-94,"House; 1915 -Part of the East Annex Heritage Conservation District - By-Law Passed on July 26, 1994",,26-Jul-94,,,520-94,East Annex,,
15250,312388.103,4836866.835,1.90E+18,1103,Part V,197857,150 MADISON AVE ,553-2019,"Part of the West Annex Phase 1 (Madison Avenue) Heritage Conservation District, enacted by LPAT Decision MM160011, dated January 10, 2019. ",,10-Jan-19,,,553-2019,West Annex Phase 1,,Y
15251,313543.514,4837640.946,1.90E+18,1101,Listed,198305,1176 YONGE ST ,,"Dominion Bank Branch, 1904, Darling & Person architects, adopted by City Council on May 23-25, 2006",,,25-May-06,,,,,NA
15252,313242.58,4835190.596,1.90E+18,1101,Listed,218066,199 COLLEGE ST ,,"College Street Planning Study (May 2017). Included on the Heritage Register by City Council April 24, 25 and 26, 2018.",,,26-Apr-18,,,,,
15253,317213.053,4835975.491,1.90E+18,1103,Part V,234304,72 TIVERTON AVE ,951-2008,"Adopted by City Council on July 15, and 16, 2008",,25-Sep-08,16-Jul-08,,951-2008,Riverdale,,N
15254,317155.809,4835876.941,1.90E+18,1103,Part V,234423,54 WEST AVE ,951-2008,"Adopted by City Council on July 15, and 16, 2008",,25-Sep-08,16-Jul-08,,951-2008,Riverdale,,Y
15255,314173.609,4837089.792,1.90E+18,1103,Part V,272372,20 AVONDALE RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15256,314251.907,4837260.437,1.90E+18,1103,Part V,272417,27 SOUTH DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15257,314333.402,4837234.44,1.90E+18,1103,Part V,272442,2 CORRIGAN CS ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15258,314246.566,4837478.021,1.90E+18,1103,Part V,272507,157 ROXBOROUGH ST E,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15259,314111.229,4837356.3,1.90E+18,1103,Part V,272530,84 CRESCENT RD ,115-2003,"House, 1899, Langley & Langley -adopted by City Council on June 20, 1973; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,20-Jun-73,,115-2003,South Rosedale,,
15260,313815.356,4837300.783,1.90E+18,1103,Part V,272605,34 CRESCENT RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15261,313897.634,4837745.798,1.90E+18,1103,Part V,272789,90 PRICEFIELD RD ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15262,313601.412,4837590.467,1.90E+18,1103,Part V,272872,1103 YONGE ST ,115-2003,"Commercial Building; 1892; adopted by City Council on Jan 29, 2004; Heritage Easement Agreement E599178, registered Sept 12, 2002; Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,29-Jan-04,,115-2003,South Rosedale,,
15263,314011.447,4837894.549,1.90E+18,1103,Part V,584771,79 MATHERSFIELD DR ,115-2003,"Part of the South Rosedale Heritage Conservation District, enacted by City Council on Feb. 7, 2003",,07-Feb-03,,,115-2003,South Rosedale,,
15264,314481.438,4837964.165,1.90E+18,1103,Part V,272995,59 DOUGLAS DR ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15265,314772.504,4837926.699,1.90E+18,1103,Part V,273068,15 EDGAR AVE ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15266,314834.802,4838065.338,1.90E+18,1103,Part V,273107,153 DOUGLAS DR ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15267,314792.15,4838162.889,1.90E+18,1103,Part V,273155,23 ST ANDREWS GDNS ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15268,314842.536,4838115.728,1.90E+18,1103,Part V,273177,162 DOUGLAS DR ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15269,315171.618,4838383.74,1.90E+18,1103,Part V,273379,292 DOUGLAS DR ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15270,315108.101,4837823.381,1.90E+18,1103,Part V,273501,47 BINSCARTH RD ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15271,315041.473,4838296.913,1.90E+18,1103,Part V,273554,207 GLEN RD ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15272,314797.539,4837783.094,1.90E+18,1103,Part V,273605,86 HIGHLAND AVE ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15273,315054.723,4837858.211,1.90E+18,1103,Part V,273689,50 BINSCARTH RD ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
15274,314933.91,4837773.868,1.90E+18,1103,Part V,273708,19 BINSCARTH RD ,749-2004,"Part of the North Rosedale Heritage Conservation District, enacted by City Council on Sept. 30, 2004",,30-Sep-04,,,749-2004,North Rosedale,,
