X,Y,Status,Address,ByLaw,Details,StatusCode
,,Part V,556 YONGE ST ,235-2016,"Also part of the Historic Yonge Street Heritage Conservation District, enacted by City Council on March 10, 2016. By-law # 235-2016, which is currently under appeal.",1103
,,Part V,330 QUEEN ST W,979-2007,"Joshua J. Williams Stores, 1864 -adopted by City Council on Feb. 23, 1989.  

Convenience address is 330 Queen Street West.",1103
,,Part V,330 QUEEN ST W,979-2007,"Joshua J. Williams Stores, 1864 -adopted by City Council on Feb. 23, 1989.  

Convenience address is 330 Queen Street West.",1103
,,Part V,241-243 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",1103
,,Listed,722 BRIMLEY RD ,,Mark Hunter House,1101
,,Listed,1615 BAYVIEW AVE ,,"Included on the Heritage Register by City Council on October 2, 2017.  
Midtown in Focus - Phase 1
",1101
,,Listed,18 DUNCAN ST ,,"Boarding Houses for Upper Canada College, c.1833; additions and alteration in 1856, Cumberland & Storm, (recently known as Ontario Cork Company) -adopted by City Council on August 13, 1984.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal.",1101
,,Part V,623 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",1103
,,Part V,623 QUEEN ST W,979-2007,"Adopted by City Council on July 16,17,18,19, 2007",1103
,,Listed,30 BEACONSFIELD AVE ,,"Semi-detached house; 1888-1881; -adopted by City Council on Sept. 29, 30 and Oct. 4, 1976",1101
,,Part IV,2669 LAKE SHORE BLVD W,99-2015,"Council enacted designation by-law December 11, 2014.",1102
,,Listed,257 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,257 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,208 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,208 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
,,Listed,208 ADELAIDE ST W,,"Included on the City's Heritage Register on December 5, 2017.

Also, part of the King-Spadina Heritage Conservation District, adopted by City Council on October 4, 2017, by by-law 1241-2017, which is currently under appeal. ",1101
